id,name,pred
300149.SZ,睿智医药,7
300150.SZ,世纪瑞尔,5
300152.SZ,新动力,5
300153.SZ,科泰电源,6
300154.SZ,瑞凌股份,6
300155.SZ,安居宝,4
300160.SZ,秀强股份,6
300161.SZ,华中数控,6
300162.SZ,雷曼光电,7
300163.SZ,先锋新材,2
300165.SZ,天瑞仪器,2
300167.SZ,迪威迅,2
300171.SZ,东富龙,7
300172.SZ,中电环保,6
300173.SZ,福能东方,1
300175.SZ,朗源股份,2
300176.SZ,派生科技,2
300177.SZ,中海达,7
300179.SZ,四方达,5
300180.SZ,华峰超纤,2
300181.SZ,佐力药业,7
300183.SZ,东软载波,7
300184.SZ,力源信息,7
300187.SZ,永清环保,4
300188.SZ,美亚柏科,5
300189.SZ,神农科技,2
300191.SZ,潜能恒信,5
300192.SZ,科德教育,2
300193.SZ,佳士科技,6
300194.SZ,福安药业,5
300195.SZ,长荣股份,2
300198.SZ,纳川股份,2
300200.SZ,高盟新材,6
300201.SZ,海伦哲,6
300203.SZ,聚光科技,4
300204.SZ,舒泰神,5
300205.SZ,天喻信息,2
300206.SZ,理邦仪器,5
300209.SZ,有棵树,2
300210.SZ,森远股份,2
300211.SZ,亿通科技,5
300214.SZ,日科化学,6
300217.SZ,东方电热,7
300219.SZ,鸿利智汇,7
300221.SZ,银禧科技,1
300222.SZ,科大智能,1
300223.SZ,北京君正,4
300225.SZ,金力泰,2
300227.SZ,光韵达,6
300228.SZ,富瑞特装,2
300230.SZ,永利股份,7
300233.SZ,金城医药,5
300234.SZ,开尔新材,5
300235.SZ,方直科技,5
300238.SZ,冠昊生物,5
300240.SZ,飞力达,7
300241.SZ,瑞丰光电,7
300242.SZ,佳云科技,2
300245.SZ,天玑科技,7
300247.SZ,融捷健康,7
300248.SZ,新开普,4
300249.SZ,依米康,6
300250.SZ,初灵信息,7
300252.SZ,金信诺,7
300254.SZ,仟源医药,2
300255.SZ,常山药业,6
300256.SZ,ST星星,7
300257.SZ,开山股份,7
300259.SZ,新天科技,6
300261.SZ,雅本化学,7
300264.SZ,佳创视讯,2
300266.SZ,兴源环境,1
300267.SZ,尔康制药,2
300268.SZ,*ST佳沃,1
300269.SZ,联建光电,2
300270.SZ,中威电子,5
300271.SZ,华宇软件,2
300272.SZ,开能健康,7
300275.SZ,梅安森,5
300276.SZ,三丰智能,7
300277.SZ,海联讯,7
300279.SZ,和晶科技,1
300280.SZ,紫天科技,7
300281.SZ,金明精机,5
300282.SZ,ST三盛,2
300285.SZ,国瓷材料,5
300286.SZ,安科瑞,4
300287.SZ,飞利信,1
300288.SZ,朗玛信息,7
300289.SZ,利德曼,5
300290.SZ,荣科科技,5
300291.SZ,百纳千成,2
300292.SZ,吴通控股,7
300293.SZ,蓝英装备,2
300294.SZ,博雅生物,4
300295.SZ,三六五网,5
300299.SZ,富春股份,4
300300.SZ,海峡创新,2
300301.SZ,*ST长方,2
300302.SZ,同有科技,2
300304.SZ,云意电气,6
300306.SZ,远方信息,5
300307.SZ,慈星股份,5
300308.SZ,中际旭创,7
300309.SZ,*ST吉艾,1
300310.SZ,宜通世纪,7
300311.SZ,任子行,7
300313.SZ,ST天山,2
300314.SZ,戴维医疗,5
300316.SZ,晶盛机电,5
300317.SZ,珈伟新能,5
300318.SZ,博晖创新,2
300319.SZ,麦捷科技,6
300320.SZ,海达股份,6
300321.SZ,同大股份,5
300322.SZ,硕贝德,2
300324.SZ,旋极信息,5
300326.SZ,凯利泰,5
300327.SZ,中颖电子,6
300329.SZ,海伦钢琴,2
300330.SZ,*ST计通,2
300331.SZ,苏大维格,2
300333.SZ,兆日科技,2
300337.SZ,银邦股份,6
300338.SZ,ST开元,2
300339.SZ,润和软件,5
300341.SZ,麦克奥迪,6
300342.SZ,天银机电,5
300343.SZ,联创股份,6
300344.SZ,立方数科,1
300345.SZ,华民股份,2
300347.SZ,泰格医药,4
300348.SZ,长亮科技,5
300349.SZ,金卡智能,6
300350.SZ,华鹏飞,2
300351.SZ,永贵电器,5
300352.SZ,北信源,5
300353.SZ,东土科技,4
300354.SZ,东华测试,4
300356.SZ,*ST光一,2
300357.SZ,我武生物,4
300358.SZ,楚天科技,7
300359.SZ,全通教育,7
300360.SZ,炬华科技,4
300363.SZ,博腾股份,7
300364.SZ,中文在线,2
300365.SZ,恒华科技,5
300366.SZ,创意信息,2
300368.SZ,汇金股份,2
300369.SZ,绿盟科技,7
300371.SZ,汇中股份,7
300373.SZ,扬杰科技,7
300374.SZ,中铁装配,5
300375.SZ,鹏翎股份,7
300377.SZ,赢时胜,7
300378.SZ,鼎捷软件,7
300379.SZ,东方通,5
300380.SZ,安硕信息,7
300383.SZ,光环新网,6
300384.SZ,三联虹普,7
300385.SZ,雪浪环境,7
300386.SZ,飞天诚信,5
300387.SZ,富邦股份,7
300389.SZ,艾比森,7
300390.SZ,天华新能,7
300391.SZ,长药控股,2
300392.SZ,*ST腾信,2
300394.SZ,天孚通信,5
300395.SZ,菲利华,5
300396.SZ,迪瑞医疗,5
300397.SZ,天和防务,2
300399.SZ,天利科技,5
300400.SZ,劲拓股份,5
300402.SZ,宝色股份,7
300403.SZ,汉宇集团,5
300404.SZ,博济医药,7
300405.SZ,科隆股份,2
300408.SZ,三环集团,7
300410.SZ,正业科技,7
300411.SZ,金盾股份,2
300412.SZ,迦南科技,5
300413.SZ,芒果超媒,5
300414.SZ,中光防雷,7
300415.SZ,伊之密,6
300417.SZ,南华仪器,5
300419.SZ,浩丰科技,2
300420.SZ,五洋停车,2
300421.SZ,力星股份,7
300423.SZ,昇辉科技,5
300425.SZ,中建环能,5
300428.SZ,立中集团,7
300430.SZ,诚益通,7
300432.SZ,富临精工,7
300434.SZ,金石亚药,7
300435.SZ,中泰股份,6
300436.SZ,广生堂,5
300439.SZ,美康生物,7
300440.SZ,运达科技,7
300441.SZ,鲍斯股份,5
300442.SZ,润泽科技,5
300443.SZ,金雷股份,5
300444.SZ,双杰电气,2
300445.SZ,康斯特,5
300446.SZ,乐凯新材,5
300447.SZ,全信股份,7
300448.SZ,浩云科技,5
300449.SZ,汉邦高科,2
300451.SZ,创业慧康,5
300452.SZ,山河药辅,5
300453.SZ,三鑫医疗,5
300454.SZ,深信服,5
300455.SZ,康拓红外,7
300456.SZ,赛微电子,5
300457.SZ,赢合科技,6
300458.SZ,全志科技,5
300459.SZ,汤姆猫,7
300460.SZ,惠伦晶体,2
300461.SZ,田中精机,5
300462.SZ,华铭智能,2
300463.SZ,迈克生物,7
300464.SZ,星徽股份,2
300465.SZ,高伟达,5
300466.SZ,赛摩智能,5
300467.SZ,迅游科技,2
300468.SZ,四方精创,5
300469.SZ,信息发展,2
300470.SZ,中密控股,7
300471.SZ,厚普股份,5
300472.SZ,新元科技,2
300474.SZ,景嘉微,7
300475.SZ,香农芯创,6
300476.SZ,胜宏科技,6
300477.SZ,合纵科技,7
300478.SZ,杭州高新,2
300479.SZ,神思电子,2
300480.SZ,光力科技,5
300481.SZ,濮阳惠成,5
300484.SZ,蓝海华腾,7
300485.SZ,赛升药业,5
300488.SZ,恒锋工具,7
300489.SZ,光智科技,2
300491.SZ,通合科技,7
300492.SZ,华图山鼎,7
300493.SZ,润欣科技,7
300494.SZ,盛天网络,7
300496.SZ,中科创达,5
300500.SZ,启迪设计,7
300502.SZ,新易盛,7
300503.SZ,昊志机电,7
300504.SZ,天邑股份,6
300507.SZ,苏奥传感,5
300508.SZ,维宏股份,5
300509.SZ,新美星,7
300510.SZ,金冠股份,7
300512.SZ,中亚股份,7
300513.SZ,恒实科技,2
300514.SZ,友讯达,7
300515.SZ,三德科技,7
300516.SZ,久之洋,5
300518.SZ,盛讯达,7
300519.SZ,新光药业,7
300521.SZ,爱司凯,7
300522.SZ,世名科技,7
300523.SZ,辰安科技,7
300525.SZ,博思软件,7
300526.SZ,*ST中潜,2
300528.SZ,幸福蓝海,5
300530.SZ,达志科技,1
300531.SZ,优博讯,7
300533.SZ,冰川网络,5
300534.SZ,陇神戎发,5
300535.SZ,达威股份,7
300536.SZ,农尚环境,5
300537.SZ,广信材料,2
300538.SZ,同益股份,5
300540.SZ,蜀道装备,5
300541.SZ,先进数通,5
300542.SZ,新晨科技,7
300546.SZ,雄帝科技,7
300547.SZ,川环科技,7
300548.SZ,博创科技,5
300549.SZ,优德精密,5
300550.SZ,和仁科技,7
300551.SZ,古鳌科技,7
300552.SZ,万集科技,5
300553.SZ,集智股份,5
300555.SZ,ST路通,2
300557.SZ,理工光科,5
300558.SZ,贝达药业,7
300559.SZ,佳发教育,5
300560.SZ,中富通,7
300561.SZ,汇金科技,5
300562.SZ,乐心医疗,2
300563.SZ,神宇股份,5
300564.SZ,筑博设计,6
300565.SZ,科信技术,2
300570.SZ,太辰光,5
300571.SZ,平治信息,7
300572.SZ,安车检测,7
300573.SZ,兴齐眼药,5
300575.SZ,中旗股份,6
300576.SZ,容大感光,7
300578.SZ,会畅通讯,5
300579.SZ,数字认证,5
300581.SZ,晨曦航空,7
300582.SZ,英飞特,6
300583.SZ,赛托生物,7
300584.SZ,海辰药业,7
300585.SZ,奥联电子,7
300588.SZ,熙菱信息,2
300589.SZ,江龙船艇,7
300590.SZ,移为通信,7
300592.SZ,华凯易佰,5
300594.SZ,朗进科技,5
300595.SZ,欧普康视,5
300596.SZ,利安隆,6
300597.SZ,吉大通信,7
300598.SZ,诚迈科技,2
300599.SZ,雄塑科技,7
300600.SZ,国瑞科技,5
300602.SZ,飞荣达,5
300603.SZ,立昂技术,2
300604.SZ,长川科技,5
300606.SZ,金太阳,7
300609.SZ,汇纳科技,5
300610.SZ,晨化股份,5
300612.SZ,宣亚国际,5
300615.SZ,欣天科技,7
300616.SZ,尚品宅配,2
300617.SZ,安靠智电,7
300620.SZ,光库科技,5
300621.SZ,维业股份,5
300622.SZ,博士眼镜,7
300625.SZ,三雄极光,5
300626.SZ,华瑞股份,7
300627.SZ,华测导航,5
300628.SZ,亿联网络,4
300632.SZ,光莆股份,5
300633.SZ,开立医疗,5
300634.SZ,彩讯股份,5
300635.SZ,中达安,7
300637.SZ,扬帆新材,7
300638.SZ,广和通,7
300639.SZ,凯普生物,4
300640.SZ,德艺文创,7
300642.SZ,透景生命,5
300643.SZ,万通智控,7
300644.SZ,南京聚隆,5
300647.SZ,超频三,2
300648.SZ,星云股份,5
300649.SZ,杭州园林,7
300650.SZ,太龙股份,7
300653.SZ,正海生物,5
300654.SZ,世纪天鸿,5
300656.SZ,民德电子,7
300658.SZ,延江股份,5
300659.SZ,中孚信息,5
300660.SZ,江苏雷利,7
300661.SZ,圣邦股份,5
300662.SZ,科锐国际,6
300667.SZ,必创科技,5
300668.SZ,杰恩设计,7
300669.SZ,沪宁股份,7
300670.SZ,大烨智能,2
300671.SZ,富满微,5
300672.SZ,国科微,7
300674.SZ,宇信科技,5
300675.SZ,建科院,5
300678.SZ,中科信息,5
300679.SZ,电连技术,7
300680.SZ,隆盛科技,5
300681.SZ,英搏尔,5
300683.SZ,海特生物,7
300684.SZ,中石科技,7
300685.SZ,艾德生物,5
300686.SZ,智动力,2
300688.SZ,创业黑马,5
300689.SZ,澄天伟业,7
300690.SZ,双一科技,5
300691.SZ,联合光电,7
300693.SZ,盛弘股份,5
300694.SZ,蠡湖股份,5
300695.SZ,兆丰股份,5
300696.SZ,爱乐达,7
300697.SZ,电工合金,5
300698.SZ,万马科技,7
300699.SZ,光威复材,5
300701.SZ,森霸传感,5
300702.SZ,天宇股份,7
300703.SZ,创源股份,5
300706.SZ,阿石创,7
300708.SZ,聚灿光电,5
300710.SZ,万隆光电,7
300711.SZ,广哈通信,5
300712.SZ,永福股份,7
300713.SZ,英可瑞,2
300715.SZ,凯伦股份,2
300716.SZ,泉为科技,5
300717.SZ,华信新材,5
300718.SZ,长盛轴承,7
300719.SZ,安达维尔,5
300720.SZ,海川智能,5
300721.SZ,怡达股份,5
300722.SZ,新余国科,7
300724.SZ,捷佳伟创,7
300726.SZ,宏达电子,5
300730.SZ,科创信息,5
300731.SZ,科创新源,2
300733.SZ,西菱动力,7
300735.SZ,光弘科技,7
300736.SZ,百邦科技,2
300741.SZ,华宝股份,5
300742.SZ,越博动力,2
300745.SZ,欣锐科技,7
300746.SZ,汉嘉设计,7
300747.SZ,锐科激光,7
300749.SZ,顶固集创,2
300751.SZ,迈为股份,7
300753.SZ,爱朋医疗,2
300755.SZ,华致酒行,6
300756.SZ,金马游乐,2
300757.SZ,罗博特科,5
300758.SZ,七彩化学,7
300759.SZ,康龙化成,5
300760.SZ,迈瑞医疗,7
300761.SZ,立华股份,6
300762.SZ,上海瀚讯,7
300765.SZ,新诺威,6
300766.SZ,每日互动,7
300768.SZ,迪普科技,7
300769.SZ,德方纳米,6
300770.SZ,新媒股份,4
300771.SZ,智莱科技,7
300773.SZ,拉卡拉,7
300774.SZ,倍杰特,5
300777.SZ,中简科技,7
300780.SZ,德恩精工,6
300781.SZ,因赛集团,5
300782.SZ,卓胜微,7
300783.SZ,三只松鼠,7
300785.SZ,值得买,5
300786.SZ,国林科技,7
300788.SZ,中信出版,5
300789.SZ,唐源电气,7
300790.SZ,宇瞳光学,5
300792.SZ,壹网壹创,7
300793.SZ,佳禾智能,7
300795.SZ,米奥会展,5
300796.SZ,贝斯美,5
300797.SZ,钢研纳克,5
300799.SZ,左江科技,2
300800.SZ,力合科技,7
300801.SZ,泰和科技,6
300802.SZ,矩子科技,7
300803.SZ,指南针,7
300805.SZ,电声股份,2
300806.SZ,斯迪克,7
300807.SZ,天迈科技,5
300808.SZ,久量股份,2
300809.SZ,华辰装备,5
300810.SZ,中科海讯,7
300812.SZ,易天股份,7
300814.SZ,中富电路,7
300815.SZ,玉禾田,7
300816.SZ,艾可蓝,7
300817.SZ,双飞股份,5
300819.SZ,聚杰微纤,7
300820.SZ,英杰电气,5
300821.SZ,东岳硅材,6
300822.SZ,贝仕达克,5
300823.SZ,建科机械,7
300824.SZ,北鼎股份,5
300825.SZ,阿尔特,7
300828.SZ,锐新科技,5
300829.SZ,金丹科技,5
300830.SZ,金现代,5
300831.SZ,派瑞股份,5
300832.SZ,新产业,5
300833.SZ,浩洋股份,5
300834.SZ,星辉环材,5
300835.SZ,龙磁科技,5
300836.SZ,佰奥智能,2
300838.SZ,浙江力诺,7
300840.SZ,酷特智能,7
300841.SZ,康华生物,4
300842.SZ,帝科股份,7
300844.SZ,山水比德,2
300845.SZ,捷安高科,5
300846.SZ,首都在线,5
300847.SZ,中船汉光,5
300848.SZ,美瑞新材,7
300849.SZ,锦盛新材,2
300851.SZ,交大思诺,7
300852.SZ,四会富仕,6
300854.SZ,中兰环保,5
300855.SZ,图南股份,5
300857.SZ,协创数据,6
300858.SZ,科拓生物,5
300859.SZ,西域旅游,2
300860.SZ,锋尚文化,7
300861.SZ,美畅股份,4
300862.SZ,蓝盾光电,5
300864.SZ,南大环境,7
300865.SZ,大宏立,5
300866.SZ,安克创新,5
300867.SZ,圣元环保,5
300868.SZ,杰美特,2
300870.SZ,欧陆通,5
300873.SZ,海晨股份,6
300875.SZ,捷强装备,2
300877.SZ,金春股份,2
300878.SZ,维康药业,7
300879.SZ,大叶股份,7
300880.SZ,迦南智能,7
300882.SZ,万胜智能,7
300883.SZ,龙利得,5
300884.SZ,狄耐克,5
300885.SZ,海昌新材,5
300886.SZ,华业香料,5
300887.SZ,谱尼测试,5
300888.SZ,稳健医疗,7
300889.SZ,爱克股份,7
300890.SZ,翔丰华,6
300892.SZ,品渥食品,5
300893.SZ,松原股份,5
300895.SZ,铜牛信息,7
300896.SZ,爱美客,5
300897.SZ,山科智能,5
300898.SZ,熊猫乳品,5
300899.SZ,上海凯鑫,7
300901.SZ,中胤时尚,5
300902.SZ,国安达,7
300903.SZ,科翔股份,7
300905.SZ,宝丽迪,5
300906.SZ,日月明,7
300907.SZ,康平科技,5
300908.SZ,仲景食品,5
300909.SZ,汇创达,7
300910.SZ,瑞丰新材,5
300911.SZ,亿田智能,5
300912.SZ,凯龙高科,2
300913.SZ,兆龙互连,7
300915.SZ,海融科技,7
300916.SZ,朗特智能,5
300917.SZ,特发服务,7
300919.SZ,中伟股份,7
300920.SZ,润阳科技,7
300921.SZ,南凌科技,5
300922.SZ,天秦装备,5
300923.SZ,研奥股份,7
300926.SZ,博俊科技,6
300927.SZ,江天化学,5
300928.SZ,华安鑫创,7
300929.SZ,华骐环保,5
300930.SZ,屹通新材,5
300931.SZ,通用电梯,7
300932.SZ,三友联众,7
300935.SZ,盈建科,5
300936.SZ,中英科技,5
300937.SZ,药易购,5
300938.SZ,信测标准,5
300939.SZ,秋田微,5
300940.SZ,南极光,5
300941.SZ,创识科技,7
300942.SZ,易瑞生物,7
300943.SZ,春晖智控,7
300945.SZ,曼卡龙,5
300946.SZ,恒而达,7
300947.SZ,德必集团,7
300948.SZ,冠中生态,7
300949.SZ,奥雅股份,2
300950.SZ,德固特,7
300951.SZ,博硕科技,5
300952.SZ,恒辉安防,5
300953.SZ,震裕科技,5
300955.SZ,嘉亨家化,7
300957.SZ,贝泰妮,5
300958.SZ,建工修复,5
300959.SZ,线上线下,7
300960.SZ,通业科技,7
300961.SZ,深水海纳,7
300962.SZ,中金辐照,5
300963.SZ,中洲特材,7
300964.SZ,本川智能,7
300965.SZ,恒宇信通,7
300968.SZ,格林精密,5
300969.SZ,恒帅股份,5
300970.SZ,华绿生物,7
300971.SZ,博亚精工,7
300972.SZ,万辰生物,5
300976.SZ,达瑞电子,7
300977.SZ,深圳瑞捷,7
300978.SZ,东箭科技,5
300979.SZ,华利集团,5
300980.SZ,祥源新材,7
300981.SZ,中红医疗,7
300982.SZ,苏文电能,5
300983.SZ,尤安设计,7
300985.SZ,致远新能,2
300987.SZ,川网传媒,7
300989.SZ,蕾奥规划,7
300990.SZ,同飞股份,7
300991.SZ,创益通,5
300993.SZ,玉马遮阳,5
300994.SZ,久祺股份,7
300995.SZ,奇德新材,7
300996.SZ,普联软件,5
300997.SZ,欢乐家,5
300998.SZ,宁波方正,7
301000.SZ,肇民科技,5
301001.SZ,凯淳股份,2
301003.SZ,江苏博云,6
301004.SZ,嘉益股份,7
301005.SZ,超捷股份,5
301006.SZ,迈拓股份,7
301007.SZ,德迈仕,5
301008.SZ,宏昌科技,5
301009.SZ,可靠股份,2
301010.SZ,晶雪节能,7
301011.SZ,华立科技,7
301012.SZ,扬电科技,7
301013.SZ,利和兴,7
301016.SZ,雷尔伟,5
301018.SZ,申菱环境,7
301019.SZ,宁波色母,5
301020.SZ,密封科技,5
301021.SZ,英诺激光,7
301022.SZ,海泰科,7
301023.SZ,江南奕帆,7
301024.SZ,霍普股份,2
301025.SZ,读客文化,5
301026.SZ,浩通科技,7
301027.SZ,华蓝集团,7
301028.SZ,东亚机械,7
301029.SZ,怡合达,5
301030.SZ,仕净科技,7
301031.SZ,中熔电气,7
301032.SZ,新柴股份,7
301033.SZ,迈普医学,7
301035.SZ,润丰股份,6
301036.SZ,双乐股份,7
301037.SZ,保立佳,7
301038.SZ,深水规院,5
301039.SZ,中集车辆,6
301042.SZ,安联锐视,5
301043.SZ,绿岛风,7
301045.SZ,天禄科技,5
301047.SZ,义翘神州,5
301048.SZ,金鹰重工,6
301049.SZ,超越科技,5
301050.SZ,雷电微力,7
301051.SZ,信濠光电,2
301052.SZ,果麦文化,5
301053.SZ,远信工业,7
301055.SZ,张小泉,5
301056.SZ,森赫股份,7
301057.SZ,汇隆新材,5
301058.SZ,中粮科工,7
301059.SZ,金三江,5
301060.SZ,兰卫医学,7
301061.SZ,匠心家居,6
301062.SZ,上海艾录,7
301063.SZ,海锅股份,6
301065.SZ,本立科技,7
301066.SZ,万事利,7
301067.SZ,显盈科技,5
301068.SZ,大地海洋,5
301069.SZ,凯盛新材,7
301070.SZ,开勒股份,7
301071.SZ,力量钻石,5
301072.SZ,中捷精工,7
301073.SZ,君亭酒店,7
301075.SZ,多瑞医药,7
301076.SZ,新瀚新材,5
301077.SZ,星华新材,5
301078.SZ,孩子王,7
301079.SZ,邵阳液压,5
301080.SZ,百普赛斯,7
301081.SZ,严牌股份,7
301082.SZ,久盛电气,5
301083.SZ,百胜智能,5
301086.SZ,鸿富瀚,5
301087.SZ,可孚医疗,7
301088.SZ,戎美股份,7
301089.SZ,拓新药业,7
301090.SZ,华润材料,7
301091.SZ,深城交,5
301092.SZ,争光股份,5
301093.SZ,华兰股份,7
301095.SZ,广立微,5
301096.SZ,百诚医药,5
301097.SZ,天益医疗,5
301098.SZ,金埔园林,7
301099.SZ,雅创电子,5
301100.SZ,风光股份,5
301101.SZ,明月镜片,5
301102.SZ,兆讯传媒,7
301103.SZ,何氏眼科,7
301105.SZ,鸿铭股份,5
301106.SZ,骏成科技,5
301107.SZ,瑜欣电子,7
301108.SZ,洁雅股份,5
301109.SZ,军信股份,7
301110.SZ,青木股份,5
301111.SZ,粤万年青,7
301112.SZ,信邦智能,7
301113.SZ,雅艺科技,5
301117.SZ,佳缘科技,5
301118.SZ,恒光股份,6
301119.SZ,正强股份,5
301120.SZ,新特电气,5
301121.SZ,紫建电子,5
301122.SZ,采纳股份,5
301123.SZ,奕东电子,7
301125.SZ,腾亚精工,7
301126.SZ,达嘉维康,5
301127.SZ,天源环保,5
301128.SZ,强瑞技术,5
301129.SZ,瑞纳智能,5
301130.SZ,西点药业,5
301131.SZ,聚赛龙,5
301132.SZ,满坤科技,7
301133.SZ,金钟股份,5
301135.SZ,瑞德智能,7
301136.SZ,招标股份,7
301137.SZ,哈焊华通,7
301138.SZ,华研精机,5
301139.SZ,元道通信,7
301141.SZ,中科磁业,6
301148.SZ,嘉戎技术,7
301149.SZ,隆华新材,5
301150.SZ,中一科技,7
301151.SZ,冠龙节能,5
301152.SZ,天力锂能,5
301153.SZ,中科江南,4
301155.SZ,海力风电,7
301156.SZ,美农生物,7
301157.SZ,华塑科技,6
301158.SZ,德石股份,5
301159.SZ,三维天地,2
301160.SZ,翔楼新材,5
301161.SZ,唯万密封,7
301162.SZ,国能日新,5
301163.SZ,宏德股份,7
301165.SZ,锐捷网络,5
301166.SZ,优宁维,7
301167.SZ,建研设计,5
301168.SZ,通灵股份,7
301169.SZ,零点有数,7
301171.SZ,易点天下,7
301175.SZ,中科环保,5
301176.SZ,逸豪新材,7
301177.SZ,迪阿股份,7
301178.SZ,天亿马,5
301179.SZ,泽宇智能,5
301180.SZ,万祥科技,7
301181.SZ,标榜股份,5
301182.SZ,凯旺科技,5
301183.SZ,东田微,7
301185.SZ,鸥玛软件,7
301187.SZ,欧圣电气,5
301188.SZ,力诺特玻,7
301189.SZ,奥尼电子,7
301190.SZ,善水科技,7
301191.SZ,菲菱科思,7
301192.SZ,泰祥股份,5
301193.SZ,家联科技,6
301195.SZ,北路智控,4
301196.SZ,唯科科技,7
301197.SZ,工大科雅,7
301198.SZ,喜悦智行,5
301199.SZ,迈赫股份,7
301200.SZ,大族数控,5
301201.SZ,诚达药业,7
301203.SZ,国泰环保,4
301205.SZ,联特科技,7
301206.SZ,三元生物,7
301207.SZ,华兰疫苗,5
301208.SZ,中亦科技,7
301209.SZ,联合化学,7
301211.SZ,亨迪药业,7
301212.SZ,联盛化学,5
301213.SZ,观想科技,7
301215.SZ,中汽股份,5
301216.SZ,万凯新材,6
301217.SZ,铜冠铜箔,5
301218.SZ,华是科技,7
301219.SZ,腾远钴业,7
301220.SZ,亚香股份,7
301221.SZ,光庭信息,5
301222.SZ,浙江恒威,5
301223.SZ,中荣股份,7
301226.SZ,祥明智能,5
301227.SZ,森鹰窗业,7
301228.SZ,实朴检测,2
301229.SZ,纽泰格,5
301230.SZ,泓博医药,5
301231.SZ,荣信文化,7
301233.SZ,盛帮股份,7
301234.SZ,五洲医疗,7
301235.SZ,华康医疗,7
301236.SZ,软通动力,7
301237.SZ,和顺科技,5
301238.SZ,瑞泰新材,7
301239.SZ,普瑞眼科,7
301246.SZ,宏源药业,6
301248.SZ,杰创智能,7
301255.SZ,通力科技,7
301256.SZ,华融化学,5
301257.SZ,普蕊斯,7
301258.SZ,富士莱,5
301259.SZ,艾布鲁,7
301260.SZ,格力博,7
301263.SZ,泰恩康,7
301265.SZ,华新环保,5
301266.SZ,宇邦新材,7
301267.SZ,华厦眼科,7
301268.SZ,铭利达,5
301269.SZ,华大九天,7
301270.SZ,汉仪股份,5
301273.SZ,瑞晨环保,7
301276.SZ,嘉曼服饰,7
301277.SZ,新天地,5
301278.SZ,快可电子,7
301279.SZ,金道科技,7
301280.SZ,珠城科技,5
301281.SZ,科源制药,5
301282.SZ,金禄电子,5
301283.SZ,聚胶股份,7
301285.SZ,鸿日达,5
301286.SZ,侨源股份,7
301288.SZ,清研环境,5
301289.SZ,国缆检测,7
301290.SZ,东星医疗,7
301296.SZ,新巨丰,5
301297.SZ,富乐德,7
301298.SZ,东利机械,5
301299.SZ,卓创资讯,5
301300.SZ,远翔新材,5
301301.SZ,川宁生物,5
301302.SZ,华如科技,7
301303.SZ,真兰仪表,7
301306.SZ,西测测试,7
301308.SZ,江波龙,5
301309.SZ,万得凯,7
301311.SZ,昆船智能,7
301312.SZ,智立方,5
301313.SZ,凡拓数创,5
301314.SZ,科瑞思,5
301316.SZ,慧博云通,5
301317.SZ,鑫磊股份,5
301318.SZ,维海德,7
301319.SZ,唯特偶,5
301321.SZ,翰博高新,7
301322.SZ,绿通科技,5
301326.SZ,捷邦科技,5
301327.SZ,华宝新能,5
301328.SZ,维峰电子,5
301330.SZ,熵基科技,7
301331.SZ,恩威医药,5
301333.SZ,诺思格,7
301335.SZ,天元宠物,5
301336.SZ,趣睡科技,7
301338.SZ,凯格精机,7
301339.SZ,通行宝,7
301345.SZ,涛涛车业,6
301349.SZ,信德新材,5
301356.SZ,天振股份,7
301357.SZ,C北方长,6
301358.SZ,湖南裕能,7
301359.SZ,东南电子,7
301361.SZ,众智科技,5
301363.SZ,美好医疗,5
301365.SZ,矩阵股份,7
301366.SZ,一博科技,7
301367.SZ,怡和嘉业,5
301368.SZ,丰立智能,7
301369.SZ,联动科技,5
301373.SZ,凌玮科技,5
301377.SZ,鼎泰高科,5
301378.SZ,通达海,6
301379.SZ,天山电子,7
301380.SZ,挖金客,5
301386.SZ,未来电器,5
301387.SZ,C光大同,6
301388.SZ,欣灵电气,7
301389.SZ,隆扬电子,5
301391.SZ,卡莱特,5
301396.SZ,宏景科技,7
301398.SZ,星源卓镁,7
301408.SZ,华人健康,5
301419.SZ,阿莱德,7
301429.SZ,C森泰,6
301439.SZ,泓淋电力,6
430047.BJ,诺思兰德,2
430090.BJ,同辉信息,7
430139.BJ,华岭股份,5
430198.BJ,微创光电,2
430300.BJ,辰光医疗,5
430425.BJ,乐创技术,7
430476.BJ,海能技术,5
430478.BJ,峆一药业,5
430489.BJ,佳先股份,7
430510.BJ,丰光精密,6
430556.BJ,雅达股份,5
430564.BJ,天润科技,7
430685.BJ,新芝生物,7
430718.BJ,合肥高科,6
600032.SH,浙江新能,7
600038.SH,中直股份,7
600051.SH,宁波联合,6
600052.SH,东望时代,2
600053.SH,九鼎投资,4
600055.SH,万东医疗,5
600059.SH,古越龙山,5
600060.SH,海信视像,7
600062.SH,华润双鹤,6
600071.SH,凤凰光学,1
600072.SH,中船科技,5
600073.SH,上海梅林,6
600078.SH,ST澄星,7
600080.SH,金花股份,2
600083.SH,博信股份,7
600088.SH,中视传媒,1
600097.SH,开创国际,6
600099.SH,林海股份,6
600101.SH,明星电力,6
600103.SH,青山纸业,7
600107.SH,美尔雅,2
600113.SH,浙江东日,6
600114.SH,东睦股份,7
600118.SH,中国卫星,6
600119.SH,长江投资,2
600127.SH,金健米业,1
600128.SH,弘业股份,7
600131.SH,国网信通,7
600132.SH,重庆啤酒,7
600135.SH,乐凯胶片,7
600137.SH,浪莎股份,7
600148.SH,长春一东,7
