X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15
000004.SZ,ST国华,,信息传输、软件和信息技术服务业,-2.1446768,0,0,47.97057429,0,0,0,0,0,0,0,51.11086655
000005.SZ,ST星源,,水利、环境和公共设施管理业,-43.61247535,0,0,21.18110408,0,0,0,0,0,0,0,45.01249521
000007.SZ,全新好,,房地产业,80.82262735,0,0,15.20410702,0,0,0,0,0,0,0,57.73530153
000010.SZ,美丽生态,,建筑业,-3308.721813,0,0,16.52228963,0,0,0,0,0,0,0,52.06033706
000011.SZ,深物业A,,房地产业,10.08242553,0.9022,12.08416359,58.69535239,71.71690047,3.535680377,66.237735,1.827913155,0.202183165,0.365649192,-47.48655649,9.905427109
000014.SZ,沙河股份,,房地产业,9.80315548,1.03,23.74328181,36.65321583,59.22796218,2.452661318,98.80966249,1.527373436,0.371207531,0.437748638,406.3256003,45.94754192
000017.SZ,深中华A,,制造业,-1207.77815,0,0,6.431869837,0,0,0,0,0,0,0,90.86862595
000019.SZ,深粮控股,,批发和零售业,19.22764405,0,0,13.55115154,0,0,0,0,0,0,0,52.39047774
000020.SZ,深华发A,,制造业,332.1185145,0,0,9.614677931,0,0,0,0,0,0,0,49.75297996
000021.SZ,深科技,,制造业,20.00580747,0.4223,6.536326596,11.59019203,56.9896843,2.325023622,84.57604579,1.241041544,0.663683767,0.90365679,-17.41784732,48.88278066
000023.SZ,深天地A,,制造业,-14.13136837,0,0,-5.606084881,0,0,0,0,0,0,0,55.13659542
000025.SZ,特  力A,,批发和零售业,60.02846811,0,0,16.25193734,0,0,0,0,0,0,0,64.25703016
000029.SZ,深深房A,,房地产业,77.03186695,0.1519,3.870791044,38.01523513,24.66229871,1.327356666,95.90863122,3.721228502,0.45014917,0.558012199,-31.26052483,48.11110571
000030.SZ,富奥股份,,制造业,16.30986406,0.29,6.704883018,8.252306928,44.4870104,1.801380194,76.77948504,1.369768671,0.47805704,1.11291175,-39.81319521,49.63483162
000032.SZ,深桑达A,,建筑业,-120.8554129,0,0,11.91502217,0,0,0,0,0,0,0,47.21939595
000034.SZ,神州数码,,批发和零售业,16.85427997,1.5652,14.68115585,3.752330447,79.56044008,4.892473243,86.07068391,1.179091622,0.156934184,0.725375527,297.1856042,63.17091765
000036.SZ,华联控股,,房地产业,18.83579741,0.29,8.481180784,57.16415586,32.2253574,1.475478087,78.92920892,2.999228492,2.044941747,2.098412543,13.5943275,55.26677868
000037.SZ,深南电A,,电力、热力、燃气及水生产和供应业,-8.98604147,-0.2657,-10.43264977,-27.72534045,46.55781141,1.871180853,89.49437023,1.463134906,1.027246493,1.384603227,63.58016488,66.75056363
000038.SZ,*ST大通,,租赁和商务服务业,-13.42947695,0,0,11.10400788,0,0,0,0,0,0,0,162.719756
000040.SZ,东旭蓝天,,电力、热力、燃气及水生产和供应业,-9.43201922,0,0,18.41721905,0,0,0,0,0,0,0,123.5685679
000045.SZ,深纺织A,,制造业,155.2297008,0.14,2.587659756,16.47302595,28.23671451,1.393470203,50.70665372,3.399381954,1.630570206,2.705016177,69.21134103,43.7208671
000048.SZ,京基智农,,制造业,-276.8280061,1.4775,29.98962428,10.45212837,84.81747327,6.586518947,91.17520675,0.69200059,0.160049161,0.242525779,99.72844599,71.8236214
000049.SZ,德赛电池,,制造业,14.3339306,2.8868,23.04487159,9.648078577,0,0,0,0,0,0,0,62.04649846
000056.SZ,皇庭国际,,租赁和商务服务业,-3.56254094,0,0,69.60174838,0,0,0,0,0,0,0,38.51812128
000062.SZ,深圳华强,,批发和零售业,14.64944482,0.9106,14.44463013,10.63955373,52.18900194,2.091568971,85.73790917,1.571538974,0.439209161,1.181058318,3.550604513,67.43188495
000068.SZ,华控赛格,,科学研究和技术服务业,-41.48098121,0,0,7.043562476,0,0,0,0,0,0,0,42.681748
000096.SZ,广聚能源,,批发和零售业,136.1866289,0.104,2.016705069,8.743587038,5.476115563,1.05793367,62.31352031,16.34193434,15.46020209,16.04983644,-16.7255924,57.70981483
000151.SZ,中成股份,,批发和零售业,326.4842056,0,0,10.60009203,0,0,0,0,0,0,0,55.30124949
000153.SZ,丰原药业,,制造业,28.27558498,0.4869,8.899961068,27.64010882,60.73689971,2.546920627,86.37539927,0.886023748,0.150615016,0.587833412,28.07276591,54.73818308
000156.SZ,华数传媒,,文化、体育和娱乐业,16.38663563,0.4276,5.526082592,31.36304888,0,0,0,0,0,0,0,44.10265634
000159.SZ,国际实业,,批发和零售业,12.562706,0.6197,12.54942441,15.83501955,15.13686718,1.178367999,80.85653571,4.031186944,0.359471608,1.901407128,1143.325284,48.87932522
000403.SZ,派林生物,,制造业,38.16964013,0,0,47.75352525,0,0,0,0,0,0,0,54.51613024
000407.SZ,胜利股份,,电力、热力、燃气及水生产和供应业,53.98831192,0.17,5.681446426,15.26808523,56.75435383,2.312371507,84.39989912,0.632444098,0.27347808,0.52209733,67.19678685,54.85700668
000408.SZ,藏格矿业,,制造业,8.60815827,3.57,52.41454365,81.45750854,10.43667154,1.116528402,97.78974057,3.566220338,2.057559879,3.157565454,296.1826288,23.01880266
000416.SZ,民生控股,,金融业,-879.8856369,0,0,100,0,0,0,0,0,0,0,48.14661996
000417.SZ,合肥百货,,批发和零售业,19.21703618,0.2149,3.956712356,28.98817075,60.1920721,2.512062428,79.47258331,1.088607119,0.551370531,0.671199552,-7.705352021,38.82245403
000419.SZ,通程控股,,批发和零售业,24.44810299,0.2681,4.802133632,25.8577706,35.95167594,1.561321104,61.00843915,2.005573779,0.845842201,1.854727138,2.983717588,45.18625574
000420.SZ,吉林化纤,,制造业,-49.72410114,0,0,5.788349449,0,0,0,0,0,0,0,54.82090847
000423.SZ,东阿阿胶,,制造业,40.82203201,1.21,7.683842888,65.98717484,18.054967,1.220330218,92.11322933,4.657308757,3.442051155,4.06770703,77.53456614,62.66629518
000426.SZ,兴业矿业,,采矿业,53.1606728,0,0,44.04188083,0,0,0,0,0,0,0,39.54743629
000430.SZ,张家界,,水利、环境和公共设施管理业,-16.4639162,-0.64,-21.00800142,-88.82489295,0,0,0,0,0,0,0,78.07361373
000503.SZ,国新健康,,信息传输、软件和信息技术服务业,-55.80894249,0,0,14.51666331,0,0,0,0,0,0,0,34.39499964
000504.SZ,南华生物,,科学研究和技术服务业,-356.1285955,-0.04,-83.48641361,56.95743705,85.55608486,6.923330624,96.18985519,0.914499508,0.482989357,0.904611139,10.08919057,70.16088072
000505.SZ,京粮控股,,制造业,35.07154034,0.19,4.731476351,5.139751516,43.28209536,1.763111678,76.62678785,2.046391866,0.282504717,1.022126833,-31.34272014,44.02295554
000506.SZ,中润资源,,采矿业,26.40782691,0,0,-27.80085289,0,0,0,0,0,0,0,31.85997328
000509.SZ,华塑控股,,卫生和社会工作,-949.3089754,-0.0026,-2.020734438,10.25417266,63.98941796,2.776961502,95.89858524,1.045205961,0.097320316,0.610521921,502.0345096,39.55673735
000510.SZ,新金路,,制造业,37.09290598,0.0216,0.949166651,18.35174725,36.47084751,1.574080498,82.36586336,1.183049342,0.591249521,0.851224743,-95.63329455,47.36226945
000518.SZ,四环生物,,制造业,-68.90612511,0,0,64.39296885,0,0,0,0,0,0,0,50.04596757
000519.SZ,中兵红箭,,制造业,36.00319633,0.5882,8.730860104,26.22623088,35.00220059,1.538513625,88.53767773,2.213696977,1.443778339,1.875232335,68.76406209,58.79593338
000520.SZ,长航凤凰,,交通运输、仓储和邮政业,47.23872631,0,0,14.45394931,0,0,0,0,0,0,0,37.00437411
000521.SZ,长虹美菱,,制造业,28.55680397,0.2366,4.888026997,12.39967134,65.80918663,2.924762243,96.29923401,1.148278987,0.671786634,0.981692411,218.1651395,43.00114717
000524.SZ,岭南控股,,租赁和商务服务业,-64.36355818,-0.27,-8.337144483,19.25968949,31.05669758,1.450467217,86.35999399,1.599957114,1.374335312,1.580275525,-31.87075254,52.92145864
000525.SZ,ST红太阳,,制造业,-2.37659415,0,0,34.00897605,0,0,0,0,0,0,0,48.98131354
000526.SZ,学大教育,,教育,-3.66973658,0,0,23.48142498,0,0,0,0,0,0,0,32.09905281
000529.SZ,广弘控股,,制造业,6.21975027,1.57,34.38046368,13.75692804,0,0,0,0,0,0,0,52.76147754
000530.SZ,冰山冷热,,制造业,-17.21139853,0,0,12.16773269,0,0,0,0,0,0,0,50.0860756
000534.SZ,万泽股份,,制造业,66.76428919,0.2033,8.988073336,77.45196154,49.06447595,1.963266342,49.88955868,1.155609217,0.492237993,0.956219637,18.78065191,53.58223999
000541.SZ,佛山照明,,制造业,22.11868263,0.1708,3.774116407,18.00483487,43.74100578,1.777493561,84.08141465,1.470994352,0.488422645,1.109639889,-29.79644708,56.61510371
000545.SZ,金浦钛业,,制造业,-131.3300322,0,0,11.23187484,0,0,0,0,0,0,0,43.96792044
000550.SZ,江铃汽车,,制造业,14.24370549,1.06,10.28187766,13.62224122,66.35889575,2.97255403,96.05874267,1.020436838,0.49145253,0.898841811,50.28383833,52.98938718
000551.SZ,创元科技,,综合,25.38095764,0.4097,7.655843418,21.33595582,48.58784852,1.945065459,91.11342116,1.499071002,0.46323954,0.983441953,38.45865212,53.46145889
000553.SZ,安道麦A,,制造业,22.68506933,0.26,2.757441684,23.26369227,60.1164885,2.507301795,59.42942292,1.599866153,0.207227832,0.782702228,273.1429831,48.46866769
000554.SZ,泰山石油,,批发和零售业,226.0974146,0.019,1.010357428,8.713712869,0,0,0,0,0,0,0,51.196433
000557.SZ,西部创业,,交通运输、仓储和邮政业,27.76536722,0.1632,4.334939005,25.52825792,0,0,0,0,0,0,0,206.2447761
000558.SZ,莱茵体育,,房地产业,-80.47229588,0,0,16.30663441,0,0,0,0,0,0,0,18.40880501
000561.SZ,烽火电子,,制造业,50.62720548,0.16,5.568198619,41.56037616,55.08535598,2.226445343,93.94680887,1.516624878,0.291239154,1.120391029,-12.14945352,55.70785772
000565.SZ,渝三峡A,,制造业,30.20237659,0,0,21.91837828,0,0,0,0,0,0,0,56.15939337
000567.SZ,海德股份,,金融业,18.60336888,0,0,100,0,0,0,0,0,0,0,50
000570.SZ,苏常柴A,,制造业,25.28929213,0.1087,2.41061474,13.29371407,35.6784178,1.554688125,89.39064187,1.724672477,0.781029681,1.381052204,-23.01108578,44.05554764
000573.SZ,粤宏远A,,房地产业,50.69659828,0.0651,2.493899416,16.62415157,35.76613821,1.556811271,75.71355834,1.781097806,0.488960426,0.640707598,-74.83879237,39.99720916
000576.SZ,甘化科工,,制造业,648.2336788,0.28,7.074090017,60.76571406,10.84905156,1.121693058,70.02921908,5.979372373,2.845843801,4.935516666,201.624044,55.55464614
000581.SZ,威孚高科,,制造业,8.979029,0,0,19.15515358,0,0,0,0,0,0,0,46.95883444
000584.SZ,哈工智能,,制造业,-5.276162,0,0,11.10933427,0,0,0,0,0,0,0,34.74341858
000586.SZ,汇源通信,,制造业,71.44607226,0.0941,5.984824832,24.49871684,42.61073334,1.74248611,95.96265901,2.072999129,0.397080208,1.744352933,-31.55412721,48.27152954
000590.SZ,启迪药业,,制造业,177.345454,0.0758,2.632141037,36.77790516,39.79073922,1.66087407,58.46244327,1.949430072,0.959885738,1.513854835,-48.72001139,29.47213768
000593.SZ,德龙汇能,,电力、热力、燃气及水生产和供应业,59.79510078,0.135,4.484551555,15.800804,47.07941157,1.889623736,66.97643539,0.877991632,0.336774868,0.740601366,-15.87826986,43.27999856
000595.SZ,宝塔实业,,制造业,-46.71196636,-0.08,-12.64517965,-4.027748508,41.48922856,1.70908702,53.66020849,2.193042994,0.462279611,1.456572584,49.83693995,43.46064564
000596.SZ,古井贡酒,,制造业,47.79809878,0,0,75.54533382,0,0,0,0,0,0,0,45.34797091
000603.SZ,盛达资源,,采矿业,21.52984168,0,0,56.63456815,0,0,0,0,0,0,0,45.13320263
000605.SZ,渤海股份,,电力、热力、燃气及水生产和供应业,407.1436299,0,0,23.28946727,0,0,0,0,0,0,0,-83.85901596
000606.SZ,*ST顺利,,信息传输、软件和信息技术服务业,-2.42407894,0,0,36.39019724,0,0,0,0,0,0,0,48.17932678
000609.SZ,中迪投资,,综合,-5.47543697,0,0,6.044606191,0,0,0,0,0,0,0,58.44599734
000610.SZ,西安旅游,,水利、环境和公共设施管理业,-40.51280683,-0.7074,-22.79759932,-6.698577947,68.16416694,3.141114599,64.57151915,0.88492712,0.317591134,0.571151688,-126.320683,80.86143306
000615.SZ,奥园美谷,,房地产业,-11.31742783,0,0,18.22040434,0,0,0,0,0,0,0,49.49751475
000622.SZ,恒立实业,,制造业,-932.4304272,0,0,7.306292148,0,0,0,0,0,0,0,59.73056345
000626.SZ,远大控股,,批发和零售业,36.72159042,0,0,0.763271593,0,0,0,0,0,0,0,60.77074942
000627.SZ,天茂集团,,金融业,43.87710816,0.06,1.246670367,0,88.01002501,8.34030097,0,0,0,0,-41.98940546,59.45564617
000628.SZ,高新发展,,建筑业,30.45549425,0.565,12.03084947,8.084211721,85.55452212,6.922581641,92.89404925,1.161341659,0.266429737,1.155164519,10.82630248,66.52691573
000635.SZ,英 力 特,,制造业,-8.71483359,0,0,-4.111712744,0,0,0,0,0,0,0,47.68495273
000637.SZ,茂化实华,,制造业,54.06645694,0,0,5.011965558,0,0,0,0,0,0,0,48.3367521
000638.SZ,万方发展,,信息传输、软件和信息技术服务业,44.49520758,0,0,25.95087103,0,0,0,0,0,0,0,3.981855439
000639.SZ,西王食品,,制造业,-80.50198144,0,0,15.19143669,0,0,0,0,0,0,0,77.26141532
000650.SZ,仁和药业,,制造业,14.52099659,0,0,36.24921301,0,0,0,0,0,0,0,49.70745544
000655.SZ,金岭矿业,,采矿业,-86.54047266,0.341,6.816306667,21.96542048,12.0945189,1.137585492,48.6867137,9.878841001,8.522479521,9.591854119,46.43275877,65.37331085
000657.SZ,中钨高新,,制造业,32.23141058,0,0,18.4455353,0,0,0,0,0,0,0,-77.23264453
000661.SZ,长春高新,,制造业,16.53187824,10.29,25.38115023,89.17458259,20.05914234,1.250924783,72.98813049,4.01478484,1.463941303,2.793443795,8.144927397,53.86750302
000663.SZ,永安林业,,制造业,9.57717276,0.8,34.37966662,44.06945383,16.77427173,1.201551516,83.13756267,5.42882009,1.576957255,2.014266926,391.4613192,67.0003599
000668.SZ,荣丰控股,,房地产业,7.54083775,0,0,21.21489744,0,0,0,0,0,0,0,320.7310006
000670.SZ,盈方微,,制造业,977.2751982,0,0,7.185340137,0,0,0,0,0,0,0,-18.40145854
000672.SZ,上峰水泥,,制造业,7.26648084,0.99,11.36133756,38.98505288,43.3458671,1.765096293,81.19015988,1.153614756,0.649539545,0.915776064,-57.39966577,62.59422285
000676.SZ,智度股份,,信息传输、软件和信息技术服务业,70.32649019,0,0,19.41048749,0,0,0,0,0,0,0,57.51601495
000678.SZ,襄阳轴承,,制造业,-20.46250454,0,0,6.290874771,0,0,0,0,0,0,0,46.71412858
000679.SZ,大连友谊,,批发和零售业,-12.09581673,-0.1407,-12.71908286,23.64054503,66.9175637,3.022751985,99.08674921,0.38013408,0.167576709,0.32181562,79.773367,72.80880368
000681.SZ,视觉中国,,文化、体育和娱乐业,104.6408246,0,0,52.6897055,0,0,0,0,0,0,0,-16.53823396
000682.SZ,东方电子,,信息传输、软件和信息技术服务业,26.55742551,0.33,11.01961008,33.11817312,52.29583826,2.096253165,96.58050039,1.620903335,0.517294575,0.967013232,17.7742164,62.25670848
000691.SZ,亚太实业,,制造业,530.0621817,0,0,14.87904002,0,0,0,0,0,0,0,49.74163684
000695.SZ,滨海能源,,制造业,-33.01020025,-0.4611,-40.55993417,-7.185748427,60.02428185,2.501518538,91.28571903,0.858834129,0.032483173,0.518633156,-92.55425837,25.17452387
000697.SZ,*ST炼石,,制造业,-7.39444364,-1.1943,-4300.4995,10.26483522,114.388108,0,89.67015915,0.269271797,0.02650607,0.13897057,-44.54753721,62.10236981
000702.SZ,正虹科技,,制造业,-17.91362161,0,0,2.528808012,0,0,0,0,0,0,0,70.07521952
000705.SZ,浙江震元,,批发和零售业,36.83497173,0.23,4.12229901,18.21439889,39.73223181,1.659261708,85.35129885,1.926736155,0.414159069,1.26571242,1.709555118,47.74426185
000710.SZ,贝瑞基因,,科学研究和技术服务业,-26.0938587,-0.82,-10.63443038,43.15228241,27.22812766,1.374157305,80.85958553,2.450430284,0.47972088,2.122713784,-129.6054932,33.12345434
000711.SZ,京蓝科技,,建筑业,-2.12024563,0,0,3.258462281,0,0,0,0,0,0,0,45.85740448
000713.SZ,丰乐种业,,农、林、牧、渔业,28.40033173,0.0958,3.093844266,14.09066177,30.77136187,1.444488909,88.19487306,1.956943421,0.452061268,1.073743215,-70.53327759,34.58382738
000715.SZ,中兴商业,,批发和零售业,37.65574971,0.21,5.046982887,55.6038882,27.73463835,1.383788827,81.71025354,2.532206115,1.852937412,2.404660986,-36.96059152,39.35545108
000716.SZ,黑芝麻,,制造业,-51.82940791,0,0,16.07881659,0,0,0,0,0,0,0,57.03136392
000719.SZ,中原传媒,,文化、体育和娱乐业,8.18124152,0.99,10.56841577,37.80859358,0,0,0,0,0,0,0,79.09760051
000720.SZ,新能泰山,,房地产业,-50.06014485,0,0,1.606913561,0,0,0,0,0,0,0,48.3306714
000721.SZ,西安饮食,,住宿和餐饮业,-47.73154636,-0.3901,-44.43325434,15.33969429,66.2918899,2.96664511,80.33349426,0.262806682,0.100434777,0.212180802,-29.18804754,52.33978106
000722.SZ,湖南发展,,电力、热力、燃气及水生产和供应业,58.814836,0.15,2.210741632,28.07619383,5.099112336,1.053730924,97.94480582,7.046720638,3.879115016,7.02345495,-43.36156698,35.38698853
000727.SZ,冠捷科技,,制造业,-170.5903495,0,0,9.323499043,0,0,0,0,0,0,0,56.42653093
000733.SZ,振华科技,,制造业,24.78140662,0,0,63.41516014,0,0,0,0,0,0,0,36.68417231
000735.SZ,罗 牛 山,,农、林、牧、渔业,-28.16175026,0.0775,2.204298232,4.866894986,61.93920941,2.627375797,60.24925514,0.895917117,0.137749617,0.228658858,126.2753449,54.78640672
000737.SZ,北方铜业,,制造业,12.14163364,0.3442,15.05975612,13.93035295,49.29374177,1.972143153,39.88567133,2.041185551,0.69720639,1.038073884,-27.070827,50.30283839
000738.SZ,航发控制,,制造业,53.33816474,0.52,6.342366394,27.99163972,23.5813232,1.308580627,72.88135999,4.222998135,1.510680423,3.694958417,34.41934666,59.05683858
000739.SZ,普洛药业,,制造业,29.84079408,0.8425,18.71329057,23.56836192,54.06998642,2.17722557,92.75351348,1.291139675,0.589550044,0.992164326,3.518461913,57.05746087
000751.SZ,锌业股份,,制造业,164.6452803,0,0,2.471374359,0,0,0,0,0,0,0,48.96520476
000752.SZ,*ST西发,,制造业,-24.35030556,0,0,18.74121364,0,0,0,0,0,0,0,54.58537653
000756.SZ,新华制药,,制造业,56.513309,0.62,10.82886278,25.55192643,47.3704048,1.900071616,80.671854,1.094499052,0.366866193,0.710774943,17.74236059,47.24963078
000757.SZ,浩物股份,,批发和零售业,181.8197807,-0.1,-3.744526811,9.790287351,36.08177026,1.564498898,93.83315688,1.916590727,0.62710221,1.250459112,-175.8648986,39.39025942
000758.SZ,中色股份,,采矿业,30.24758587,0,0,24.0572244,0,0,0,0,0,0,0,47.99215803
000762.SZ,西藏矿业,,采矿业,41.03899675,0,0,88.95138486,0,0,0,0,0,0,0,91.9770627
000768.SZ,中航西飞,,制造业,100.3785374,0.189,3.283689234,7.858202575,80.3656881,5.093124757,97.01292613,1.050589289,0.413374772,0.640872365,-19.84320842,46.9250222
000779.SZ,甘咨询,,科学研究和技术服务业,14.12248751,0,0,28.78120375,0,0,0,0,0,0,0,62.31697285
000782.SZ,美达股份,,制造业,205.4769672,-0.1,-3.800835696,7.186745707,54.9058405,2.21758208,93.55673367,1.126479171,0.302058612,0.849701405,-198.1227777,51.46402989
000785.SZ,居然之家,,租赁和商务服务业,12.42353802,0,0,47.36681865,0,0,0,0,0,0,0,43.9781826
000788.SZ,北大医药,,制造业,132.7421819,0,0,37.20302922,0,0,0,0,0,0,0,50.87742709
000790.SZ,华神科技,,制造业,50.24389192,0,0,36.95082188,0,0,0,0,0,0,0,49.20406673
000795.SZ,英洛华,,制造业,36.30488605,0.2287,9.986767103,16.47423082,44.93160245,1.815923551,94.05467229,1.87237995,0.453124456,1.421818896,146.6630726,41.4552301
000798.SZ,中水渔业,,农、林、牧、渔业,-535.1770047,0.0287,1.365549349,4.313540383,28.97119159,1.407879454,80.57577066,1.88718655,1.094516296,1.204957394,108.0230265,68.16493256
000799.SZ,酒鬼酒,,制造业,39.13122439,0,0,79.89406003,0,0,0,0,0,0,0,27.21131426
000801.SZ,四川九洲,,制造业,38.66596628,0.1935,7.109711601,21.5816635,46.74848315,1.87788078,92.41134418,1.894623816,0.31238628,1.576589719,33.5522791,56.4371538
000802.SZ,北京文化,,文化、体育和娱乐业,-26.74839681,0,0,23.97689545,0,0,0,0,0,0,0,46.4294533
000803.SZ,山高环能,,水利、环境和公共设施管理业,24.25668626,0.25,6.322523495,26.3434699,73.50093801,3.773718483,58.58381719,0.526776569,0.081572685,0.458747184,-4.770115675,33.32857072
000806.SZ,*ST银河,,制造业,-2.26830746,0,0,32.8896092,0,0,0,0,0,0,0,63.04169868
000813.SZ,德展健康,,制造业,-71.24544149,0,0,62.11340987,0,0,0,0,0,0,0,-39.40007292
000815.SZ,美利云,,制造业,-115.7794936,-0.33,-11.61962133,4.319951293,38.11051028,1.615783237,80.61666209,1.591126933,0.488544062,0.932313925,-1319.456315,50.61975154
000819.SZ,岳阳兴长,,制造业,82.01626727,0.267,8.458619319,9.65002755,22.17527914,1.284938756,79.9168028,1.70544774,0.973452945,1.436358091,25.66260592,58.85640343
000820.SZ,神雾节能,,制造业,342.4491981,0,0,14.49825945,0,0,0,0,0,0,0,83.43947832
000821.SZ,京山轻机,,制造业,50.43281429,0.49,9.670810177,20.29561073,66.26266019,2.964074837,93.79928219,1.268962457,0.261420642,0.666419497,176.1846987,55.90415214
000822.SZ,山东海化,,制造业,6.10979647,1.24,28.77045822,23.62920361,40.18981206,1.671955957,93.23620931,1.520455971,0.522881749,1.365084023,47.53213613,50.30756929
000831.SZ,中国稀土,,制造业,88.22005699,0,0,15.22810985,0,0,0,0,0,0,0,38.18843077
000833.SZ,粤桂股份,,综合,14.53454389,0.442,9.214372157,21.38756077,38.53235156,1.626872063,84.4041154,1.402211689,0.838205345,1.00005401,5.198480317,40.56392713
000836.SZ,富通信息,,制造业,47.12866898,0,0,19.41330856,0,0,0,0,0,0,0,55.52717741
000838.SZ,财信发展,,房地产业,-6.49337817,0,0,18.25707439,0,0,0,0,0,0,0,0
000848.SZ,承德露露,,制造业,15.47767607,0.57,23.53308146,44.99921787,26.7270494,1.364760108,94.61217664,3.38259028,3.101099003,3.121363364,5.905063357,38.3013127
000852.SZ,石化机械,,制造业,77.95788181,0,0,16.08053069,0,0,0,0,0,0,0,50.86798687
000856.SZ,冀东装备,,制造业,227.8619504,0.0605,3.607307822,6.601065,80.91614482,5.240031381,99.60263208,1.05282531,0.147020366,0.924277986,12.54751112,50.0157557
000859.SZ,国风新材,,制造业,20.01700892,0.26,8.199023758,14.15599212,20.99247103,1.265702159,79.2419086,2.521987414,1.230249867,2.19831493,-17.28318335,52.12828918
000862.SZ,银星能源,,电力、热力、燃气及水生产和供应业,57.34775898,0.1783,4.47121234,28.6278793,60.97047054,2.562162582,56.97281639,0.632436873,0.060568814,0.612354265,55.85983521,58.03600404
000868.SZ,安凯客车,,制造业,-17.93303034,0,0,6.737250299,0,0,0,0,0,0,0,36.24932734
000869.SZ,张  裕A,,制造业,42.92593582,0.63,4.077449724,57.82087248,17.81061343,1.216702109,85.96404208,2.740765816,0.818908463,1.301054235,-14.86735235,31.86323538
000880.SZ,潍柴重机,,制造业,22.51275509,0.42,8.009666949,12.0916436,64.19214,2.792682947,90.00254707,1.07595247,0.597424994,0.916582213,2.903265578,45.60316409
000886.SZ,海南高速,,房地产业,40.40849363,0.25,8.554231354,69.75531305,10.19786701,1.113559296,91.86325678,6.932423443,5.335256115,5.707713435,386.6807736,17.39202212
000889.SZ,ST中嘉,,信息传输、软件和信息技术服务业,-0.87678848,0,0,9.332459943,0,0,0,0,0,0,0,41.53570449
000890.SZ,法尔胜,,制造业,134.0981799,0,0,12.86165884,0,0,0,0,0,0,0,51.1553053
000892.SZ,欢瑞世纪,,文化、体育和娱乐业,-14.35827353,0.0185,1.189618708,37.9891295,34.5102897,1.526957434,94.74604989,2.668880549,0.522294672,1.665535858,102.2614671,0
000893.SZ,亚钾国际,,制造业,14.87597769,2.458,27.5573188,75.16713778,9.489750382,1.104847246,81.89823018,2.274583836,1.712491447,2.085358848,122.0745197,66.45713921
000895.SZ,双汇发展,,制造业,16.39761968,1.6223,25.1710323,16.48048393,39.07920293,1.641475568,94.8793343,1.190722313,0.503672793,0.737324346,17.06805983,60.05381231
000901.SZ,航天科技,,制造业,171.7887903,0.0365,0.685116213,16.78368197,46.45721648,1.867665322,60.11362352,2.122598062,0.464518433,1.370476492,5.42852616,57.72750517
000909.SZ,数源科技,,房地产业,114.9626271,0,0,11.45612313,0,0,0,0,0,0,0,51.24092856
000912.SZ,泸天化,,制造业,22.22000578,0.23,6.054177698,18.91859734,39.90913607,1.664146485,79.38989647,1.701463331,1.349501572,1.496884001,-18.91398153,55.44305468
000913.SZ,钱江摩托,,制造业,23.24937228,0.9056,12.8718229,27.22319705,0,0,0,0,0,0,0,54.23284891
000915.SZ,华特达因,,制造业,20.34791917,2.25,21.82183912,77.62984538,13.41068974,1.154876967,85.52991841,5.888145161,5.192354661,5.726332618,41.68521485,53.28045401
000918.SZ,嘉凯城,,房地产业,-2.851285,0,0,-2.307348712,0,0,0,0,0,0,0,139.4843738
000919.SZ,金陵药业,,制造业,34.17179047,0.2089,3.555674271,21.03031665,20.16790275,1.252628998,94.44700929,3.042631501,1.834230193,2.753195193,-25.54639124,47.30492467
000921.SZ,海信家电,,制造业,16.08155325,1.05,13.12776005,19.30063446,70.6029741,3.40170466,93.01261325,1.007266549,0.350874459,0.827070045,31.00704499,51.39031687
000922.SZ,佳电股份,,制造业,19.99312636,0.5871,12.33977822,20.84316352,52.72476886,2.115272577,98.32668465,1.659094886,0.6653252,1.355275414,64.53768988,55.19364445
000923.SZ,河钢资源,,采矿业,22.66070839,0,0,59.63785223,0,0,0,0,0,0,0,45.30413644
000929.SZ,兰州黄河,,制造业,-56.72920746,-0.1574,-4.458886641,17.11708951,17.40872054,1.210781582,97.73201873,3.148851755,2.398379507,2.541250254,-279.8616773,49.5788398
000931.SZ,中 关 村,,制造业,-91.15624498,0,0,55.47219882,0,0,0,0,0,0,0,50.35468666
000938.SZ,紫光股份,,制造业,25.52855419,0.754,6.983364405,20.67142567,48.92483229,1.957898613,91.96096942,1.521872549,0.36305932,0.913430816,-1.33891438,65.66230412
000951.SZ,中国重汽,,制造业,71.38999837,0.18,1.545753943,6.511987762,57.54868638,2.355639708,97.79782869,1.421757404,0.679987751,1.236121522,-68.50175957,54.61004918
000952.SZ,广济药业,,制造业,48.56522965,0.1434,3.397258123,34.45503446,39.5798491,1.655076965,66.92613769,1.537374312,0.65952736,1.1987514,-54.90272976,59.31653314
000953.SZ,河化股份,,制造业,967.722008,-0.27,-78.69412066,11.88914711,67.05756272,3.0355981,94.42935368,0.644823797,0.309830778,0.442498174,-992.4773166,34.0013049
000955.SZ,欣龙控股,,制造业,-24.02451318,0,0,9.542022239,0,0,0,0,0,0,0,62.95995374
000958.SZ,电投产融,,金融业,17.43117297,0,0,22.46968483,0,0,0,0,0,0,0,19.04989697
000962.SZ,东方钽业,,制造业,30.18442138,0.3869,12.19303743,16.39170611,24.65940299,1.327305649,55.11439362,3.67415577,0.917003712,2.121937174,110.9666636,58.36329102
