X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15
002815.SZ,崇达技术,17,制造业,14.9309,0.7300,13.3303,26.2140,42.3166,1.7336,60.2282,1.6773,0.7209,1.3711,10.3939,0
002822.SZ,中装建设,17,建筑业,-42.7736,0,0,13.3819,0,0,0,0,0,0,0,0
002832.SZ,比音勒芬,17,制造业,19.7782,0,0,76.1845,0,0,0,0,0,0,0,0
002840.SZ,华统股份,17,制造业,-67.5556,0,0,3.6051,0,0,0,0,0,0,0,0
002841.SZ,视源股份,17,制造业,20.0031,3.0400,20.4059,27.3009,0,0,0,0,0,0,0,0
002850.SZ,科达利,17,制造业,36.6104,3.8600,17.5244,24.0427,58.8857,2.4322,78.1091,1.1505,0.3438,0.9602,67.3352,0
002893.SZ,京能热力,17,电力、热力、燃气及水生产和供应业,58.1270,0.1500,4.7622,16.6628,67.6780,3.0939,91.1843,0.7196,0.2304,0.6653,10.7828,0
002916.SZ,深南电路,17,制造业,22.6206,3.2200,15.7922,25.0860,40.8832,1.6916,79.1684,1.2787,0.3256,0.9297,10.7455,0
002918.SZ,蒙娜丽莎,17,制造业,-15.8375,-0.9200,-10.7563,23.1494,65.2083,2.8742,63.3749,1.3300,0.4363,0.8961,-206.9541,0
002929.SZ,润建股份,17,信息传输、软件和信息技术服务业,19.7454,1.8300,10.3907,20.2151,0,0,0,0,0,0,0,0
002941.SZ,新疆交建,17,建筑业,26.2824,0.5500,12.1889,9.6172,0,0,0,0,0,0,0,89.5846
002946.SZ,新乳业,17,制造业,31.2869,0,0,24.1825,0,0,0,0,0,0,0,0
002961.SZ,瑞达期货,17,金融业,15.9832,0.6600,12.0298,0,83.7318,6.1470,0,0,0,0,-41.6481,0
002969.SZ,嘉美包装,17,制造业,57.5570,0,0,9.3052,0,0,0,0,0,0,0,0
002984.SZ,森麒麟,17,制造业,23.7429,1.2300,11.2244,20.6995,31.4145,1.4580,41.1073,3.3657,1.4074,2.1558,6.3047,0
003009.SZ,中天火箭,17,制造业,55.1675,0.9300,10.0158,27.7364,48.4849,1.9412,67.2511,2.3422,1.3288,2.0397,17.9280,0
300002.SZ,神州泰岳,17,信息传输、软件和信息技术服务业,15.3193,0.2806,11.9559,61.4169,0,0,0,0,0,0,0,45.2823
300010.SZ,豆神教育,17,信息传输、软件和信息技术服务业,-6.3901,0,0,31.1225,0,0,0,0,0,0,0,82.6519
300020.SZ,银江技术,17,信息传输、软件和信息技术服务业,56.7950,0,0,26.0261,0,0,0,0,0,0,0,55.5558
300026.SZ,红日药业,17,制造业,32.7689,0.2100,7.7716,58.3319,32.9967,1.4925,64.2527,2.7579,0.4504,1.9312,-7.4352,52.1499
300027.SZ,华谊兄弟,17,文化、体育和娱乐业,-7.0786,0,0,21.8387,0,0,0,0,0,0,0,36.6951
300037.SZ,新宙邦,17,制造业,17.2333,2.3700,23.2391,33.4449,43.1930,1.7603,60.1087,2.4426,1.0294,2.2161,33.5858,53.0273
300043.SZ,星辉娱乐,17,信息传输、软件和信息技术服务业,-7.9918,-0.2500,-15.5793,27.2696,57.1188,2.3320,61.0831,0.3651,0.0846,0.3252,53.1522,58.3915
300055.SZ,万邦达,17,建筑业,69.4323,0.0977,1.5557,13.1927,30.5076,1.4390,82.3177,1.2300,0.4478,1.0884,-61.4192,48.9762
300058.SZ,蓝色光标,17,租赁和商务服务业,"1,976.4027",-0.8700,-25.8543,5.1980,59.1793,2.4497,91.1291,1.3244,0.5157,1.3234,-520.2664,79.9110
300068.SZ,南都电源,17,制造业,-26.5878,0.3800,6.7646,4.6639,68.5253,3.1772,78.7502,1.1167,0.1506,0.5078,116.7476,52.1934
300072.SZ,海新能科,17,制造业,48.7114,-0.3424,-10.6014,6.1494,50.5468,2.0221,87.8761,0.9913,0.0715,0.6111,"-1,923.6433",53.0239
300083.SZ,创世纪,17,制造业,26.5699,0,0,28.0883,0,0,0,0,0,0,0,61.1785
300088.SZ,长信科技,17,制造业,21.3025,0.2800,8.5119,18.5417,33.0397,1.4934,84.3873,1.3441,0.4745,1.1099,-23.6395,57.6698
300117.SZ,嘉寓股份,17,建筑业,-2.0616,-0.1042,-118.9408,9.3985,99.4367,177.5127,94.9722,0.7536,0.0352,0.5398,94.4572,65.6841
300118.SZ,东方日升,17,制造业,63.0690,1.0600,10.5839,9.8493,72.8188,3.6790,87.4743,0.9616,0.4071,0.6989,"6,513.6794",42.6114
300159.SZ,ST新研,17,制造业,14.8761,0,0,26.7536,0,0,0,0,0,0,0,462.8354
300166.SZ,东方国信,17,信息传输、软件和信息技术服务业,46.2953,0,0,39.0986,0,0,0,0,0,0,0,53.4280
300168.SZ,万达信息,17,信息传输、软件和信息技术服务业,-34.7759,0,0,26.5382,0,0,0,0,0,0,0,81.0187
300170.SZ,汉得信息,17,信息传输、软件和信息技术服务业,11.0731,0,0,28.5802,0,0,0,0,0,0,0,61.8190
300185.SZ,通裕重工,17,制造业,48.1342,0,0,14.8406,0,0,0,0,0,0,0,60.8799
300196.SZ,长海股份,17,制造业,7.6599,2.0000,21.1067,35.0719,23.7666,1.3118,46.2185,4.1123,1.9455,3.7091,42.8421,60.5929
300197.SZ,节能铁汉,17,水利、环境和公共设施管理业,-12.4364,-0.3300,-12.6201,16.0814,77.9995,4.5454,78.2074,0.6537,0.1437,0.6324,-151.2152,65.8609
300207.SZ,欣旺达,17,制造业,42.1790,0,0,12.9661,0,0,0,0,0,0,0,63.4107
300212.SZ,易华录,17,信息传输、软件和信息技术服务业,-80.5615,0.0174,0.2950,40.6004,69.3885,3.2668,75.5556,1.1506,0.0729,1.0996,122.4848,42.6749
300215.SZ,电科院,17,科学研究和技术服务业,41.0098,0,0,44.0646,0,0,0,0,0,0,0,61.6845
300236.SZ,上海新阳,17,制造业,198.4946,0,0,32.6535,0,0,0,0,0,0,0,46.9843
300237.SZ,美晨生态,17,建筑业,-5.1677,-0.9400,-85.3093,8.4775,88.4471,8.6558,78.0126,1.1057,0.0799,1.0149,-258.5487,49.8081
300244.SZ,迪安诊断,17,卫生和社会工作,6.6812,2.3022,21.5829,40.4119,54.8727,2.2160,67.0588,2.1669,0.6002,1.9817,25.5371,59.6271
300251.SZ,光线传媒,17,文化、体育和娱乐业,-33.2949,0,0,23.0522,0,0,0,0,0,0,0,47.4960
300253.SZ,卫宁健康,17,信息传输、软件和信息技术服务业,85.4154,0.0507,2.1242,43.1175,34.4568,1.5257,58.7133,2.7247,0.8099,2.6631,-95.8856,83.9340
300274.SZ,阳光电源,17,制造业,77.6453,0,0,21.9149,0,0,0,0,0,0,0,73.8868
300298.SZ,三诺生物,17,制造业,69.4272,0.7719,14.5879,57.0478,31.9158,1.4688,56.5680,2.0598,1.0119,1.5598,299.9053,61.8206
300315.SZ,掌趣科技,17,信息传输、软件和信息技术服务业,-6.5890,0,0,82.1439,0,0,0,0,0,0,0,90.3764
300376.SZ,易事特,17,制造业,28.8357,0,0,26.6987,0,0,0,0,0,0,0,61.5530
300388.SZ,节能国祯,17,水利、环境和公共设施管理业,12.0076,0.5793,10.7127,23.3632,71.9847,3.5695,45.6881,1.0247,0.2344,1.0065,11.2097,59.1992
300398.SZ,飞凯材料,17,制造业,20.8088,0.8400,12.6588,39.7517,39.5179,1.6534,69.7352,1.9484,0.8123,1.5227,10.6178,0
300418.SZ,昆仑万维,17,信息传输、软件和信息技术服务业,193.6774,0.9700,9.9877,77.1744,17.1840,1.2075,91.5145,1.2461,0.9059,1.2461,-16.7017,0
300438.SZ,鹏辉能源,17,制造业,77.9454,0,0,18.1944,0,0,0,0,0,0,0,0
300450.SZ,先导智能,17,制造业,28.0650,0,0,33.7308,0,0,0,0,0,0,0,0
300482.SZ,万孚生物,17,制造业,11.3600,2.7100,31.1028,51.3612,27.9883,1.3887,64.7010,2.9362,1.8409,2.5857,88.1223,0
300483.SZ,首华燃气,17,采矿业,37.9034,0,0,23.3620,0,0,0,0,0,0,0,0
300529.SZ,健帆生物,17,制造业,20.7217,1.1200,25.6605,83.8139,33.6749,1.5077,39.3415,4.5919,3.5678,4.1051,-26.3348,0
300601.SZ,康泰生物,17,制造业,82.1014,0,0,75.1509,0,0,0,0,0,0,0,0
300607.SZ,拓斯达,17,制造业,84.8434,0,0,20.5006,0,0,0,0,0,0,0,0
300676.SZ,华大基因,17,科学研究和技术服务业,26.9243,1.9566,8.2788,54.4898,28.8815,1.4061,94.9922,2.4761,1.6201,2.2941,-45.2227,0
300677.SZ,英科医疗,17,制造业,12.3170,0,0,22.7358,0,0,0,0,0,0,0,0
300682.SZ,朗新科技,17,信息传输、软件和信息技术服务业,24.5587,0.4900,7.7808,42.7758,29.1816,1.4121,69.4082,3.4495,1.1960,3.3106,-49.7235,0
300725.SZ,药石科技,17,制造业,54.7071,1.5800,12.3587,46.7303,45.3408,1.8295,33.5296,3.5983,1.7773,2.6833,-35.3091,0
300732.SZ,设研院,17,科学研究和技术服务业,10.1466,0.7600,8.8210,31.7282,54.4254,2.1942,78.3934,1.8088,0.3286,1.5429,-23.7605,0
300737.SZ,科顺股份,17,制造业,55.5273,0.1600,3.5006,21.7521,0,0,0,0,0,0,0,0
300772.SZ,运达股份,17,制造业,17.5543,1.0000,16.2721,18.2468,82.8849,5.8428,86.6007,1.0072,0.3029,0.7228,0.9029,0
300850.SZ,新强联,17,制造业,39.2033,0.9600,8.6534,29.0616,56.9176,2.3211,65.4377,1.4213,0.5661,1.1979,-36.2302,0
600063.SH,皖维高新,17,制造业,8.1499,0.6800,19.2025,31.1527,41.2036,1.7008,88.3974,1.2326,0.6555,1.0484,36.7011,62.8494
600067.SH,冠城大通,17,房地产业,-4.4571,0.0500,1.0039,14.4200,64.3025,2.8013,90.1088,1.3320,0.1018,0.4571,116.1370,35.6568
600076.SH,康欣新材,17,制造业,-26.5558,-0.1400,-4.0839,2.9535,34.3438,1.5231,75.6499,2.2365,0.1282,0.1607,-811.5795,72.4453
600077.SH,宋都股份,17,房地产业,-5.9016,0,0,13.9132,0,0,0,0,0,0,0,51.7956
600082.SH,海泰发展,17,批发和零售业,116.7025,0,0,16.6039,0,0,0,0,0,0,0,63.5846
600106.SH,重庆路桥,17,交通运输、仓储和邮政业,39.6971,0,0,90.1264,0,0,0,0,0,0,0,50.0345
600108.SH,亚盛集团,17,农、林、牧、渔业,92.1908,0,0,17.4555,0,0,0,0,0,0,0,74.7093
600117.SH,西宁特钢,17,制造业,-1.9741,0,0,1.8740,0,0,0,0,0,0,0,45.2186
600126.SH,杭钢股份,17,制造业,26.9450,0.1400,2.3562,2.8524,29.4400,1.4172,95.9571,1.7796,1.1061,1.3982,-70.7186,56.1552
600129.SH,太极集团,17,制造业,-32.0508,0.6300,12.0778,44.6368,80.0965,5.0242,88.6049,0.7816,0.2503,0.5736,158.7926,48.0743
600133.SH,东湖高新,17,建筑业,7.6720,0.6873,8.3517,11.8595,71.5160,3.5107,66.3029,1.4675,0.3418,1.2862,-0.1976,65.4196
600162.SH,香江控股,17,房地产业,56.0887,0.0745,3.4954,34.9992,72.2597,3.6049,76.3571,1.3510,0.2418,0.4088,34.3316,35.8196
600169.SH,太原重工,17,制造业,200.3064,0,0,18.4988,0,0,0,0,0,0,0,46.6434
600177.SH,雅戈尔,17,制造业,5.2882,0,0,52.1983,0,0,0,0,0,0,0,44.9113
600180.SH,瑞茂通,17,批发和零售业,9.2063,0,0,2.9647,0,0,0,0,0,0,0,59.5050
600185.SH,格力地产,17,房地产业,-764.4097,-1.4400,-34.9581,21.4354,79.0685,4.7775,69.5427,1.4494,0.1333,0.1771,-691.7820,39.0109
600190.SH,锦州港,17,交通运输、仓储和邮政业,110.0469,0,0,24.8205,0,0,0,0,0,0,0,73.8445
600197.SH,伊力特,17,制造业,62.2718,0,0,45.9079,0,0,0,0,0,0,0,34.0023
600203.SH,福日电子,17,制造业,-21.4069,-0.5277,-11.9003,2.6801,72.8846,3.6879,83.5554,1.1337,0.2850,0.8708,-3.0207,34.5804
600223.SH,鲁商发展,17,房地产业,859.7170,0.0400,1.0767,23.1224,90.4797,10.5039,95.6513,1.0992,0.0853,0.1893,-83.4691,130.3759
600231.SH,凌钢股份,17,制造业,-15.9386,0,0,0.5287,0,0,0,0,0,0,0,61.4124
600246.SH,万通发展,17,房地产业,-38.8506,0,0,42.7777,0,0,0,0,0,0,0,34.4619
600273.SH,嘉化能源,17,制造业,6.2740,1.1500,17.0256,23.7702,20.1936,1.2530,95.8867,1.8170,0.7724,1.4808,-11.7400,46.4457
600277.SH,亿利洁能,17,制造业,15.4570,0,0,15.0478,0,0,0,0,0,0,0,38.3056
600278.SH,东方创业,17,批发和零售业,15.0064,0,0,5.0892,0,0,0,0,0,0,0,60.8998
600279.SH,重庆港,17,交通运输、仓储和邮政业,67.5885,0.1200,2.5400,8.8848,45.1096,1.8218,33.7334,1.8171,0.7526,1.5605,75.2513,49.4350
600283.SH,钱江水利,17,电力、热力、燃气及水生产和供应业,33.0691,0.4900,8.0536,40.1806,58.5643,2.4134,60.4092,0.6837,0.3101,0.4177,19.5077,58.8605
600300.SH,维维股份,17,制造业,39.4616,0.0600,3.1313,16.9396,37.4646,1.5991,77.6583,1.2372,0.4025,0.6929,-58.8314,43.1517
600310.SH,桂东电力,17,电力、热力、燃气及水生产和供应业,-39.7138,-0.1522,-7.1461,10.8615,78.9790,4.7571,55.1161,0.6989,0.2834,0.5127,-252.9868,34.2248
600326.SH,西藏天路,17,制造业,-17.0247,-0.5600,-12.4568,4.5132,56.6638,2.3075,67.1333,1.4933,0.6485,1.4013,-698.9117,61.4406
600333.SH,长春燃气,17,电力、热力、燃气及水生产和供应业,-352.6145,0,0,19.6423,0,0,0,0,0,0,0,42.0136
600361.SH,创新新材,17,批发和零售业,-83.2803,0.3200,22.0059,27.3080,53.0664,2.1307,85.2134,1.4415,0.5022,1.0338,25.3604,46.5185
600368.SH,五洲交通,17,交通运输、仓储和邮政业,7.3627,0.5169,10.5451,55.6801,42.5556,1.7408,37.9155,0.9722,0.5922,0.7798,-17.5158,55.7867
600370.SH,三房巷,17,制造业,12.2938,0.2100,12.3414,6.2628,53.0831,2.1314,91.3078,1.1833,0.3383,0.8073,28.4217,48.7589
600386.SH,北巴传媒,17,批发和零售业,47.6058,0.1100,4.7129,20.1106,57.4982,2.3528,59.4601,1.1883,0.6437,0.9421,-37.4510,55.6305
600392.SH,盛和资源,17,制造业,14.1863,0,0,18.5696,0,0,0,0,0,0,0,148.9445
600396.SH,金山股份,17,电力、热力、燃气及水生产和供应业,-1.8467,-1.3703,0,-20.8771,111.2036,0,64.9074,0.2055,0.0548,0.1781,-12.7393,54.5267
600410.SH,华胜天成,17,信息传输、软件和信息技术服务业,-27.6981,0,0,11.8530,0,0,0,0,0,0,0,46.6639
600416.SH,湘电股份,17,制造业,129.2907,0,0,22.1019,0,0,0,0,0,0,0,41.9402
600422.SH,昆药集团,17,制造业,23.9796,0.5100,7.8470,41.9777,45.4777,1.8341,90.6615,1.7399,0.5086,1.3078,-24.8931,46.5654
600425.SH,青松建化,17,制造业,11.4628,0.3000,8.0721,24.3392,38.1931,1.6179,88.1931,0.9947,0.3436,0.7034,35.0625,77.3625
600436.SH,片仔癀,17,制造业,70.3880,4.1000,23.5070,46.7253,19.0354,1.2351,90.2974,5.0613,0.9945,4.0145,2.3604,50.3394
600439.SH,瑞贝卡,17,制造业,56.8365,0,0,27.1564,0,0,0,0,0,0,0,50.3089
600446.SH,金证股份,17,信息传输、软件和信息技术服务业,58.1294,0.2861,7.4191,17.5769,41.6904,1.7150,98.8155,1.8062,0.7368,1.3613,-6.3609,59.2439
600449.SH,宁夏建材,17,制造业,8.0226,1.1100,7.6660,16.4082,26.2036,1.3551,91.5422,1.9166,0.8540,1.7493,-33.3062,79.6892
600456.SH,宝钛股份,17,制造业,32.6200,0,0,24.3879,0,0,0,0,0,0,0,40.1224
600460.SH,士兰微,17,制造业,29.6785,0.7400,15.2699,31.0716,52.3038,2.0966,62.5453,1.4861,0.4033,0.9311,-30.9918,56.4245
600481.SH,双良节能,17,制造业,25.1280,0.5770,20.7147,21.0207,0,0,0,0,0,0,0,67.2432
600491.SH,龙元建设,17,建筑业,9.3315,0,0,16.8333,0,0,0,0,0,0,0,59.3853
600496.SH,精工钢构,17,制造业,10.1817,0.3500,9.1112,13.9204,63.4519,2.7361,79.6913,1.5523,0.3981,1.4325,1.9123,65.5168
600499.SH,科达制造,17,制造业,7.1951,2.2290,46.6106,28.5508,36.9729,1.5866,77.0994,1.9746,0.8615,1.4370,255.5838,61.1229
600509.SH,天富能源,17,电力、热力、燃气及水生产和供应业,-7.3944,-0.1725,-3.4238,-0.0325,71.6551,3.5280,54.9174,0.5914,0.2034,0.5581,-194.6315,56.8369
600516.SH,方大炭素,17,制造业,34.3598,0.2200,5.5173,30.5056,16.7873,1.2017,74.5786,3.7199,1.8597,2.8098,-16.3087,39.7697
600519.SH,贵州茅台,17,制造业,36.4040,49.9300,32.4077,92.0050,19.4210,1.2410,99.3230,4.4147,1.1877,3.6235,17.3268,55.2656
600521.SH,华海药业,17,制造业,46.8329,0.8100,16.5400,60.2907,0,0,0,0,0,0,0,38.3377
600523.SH,贵航股份,17,制造业,68.2905,0.3000,4.4282,21.9375,16.3074,1.1948,93.2116,3.5391,1.0342,2.7767,-20.1097,40.3372
600526.SH,菲达环保,17,制造业,31.9120,0.2000,4.5750,17.1219,58.5195,2.4108,75.7629,1.3098,0.3564,1.1259,12.4700,56.6289
600533.SH,栖霞建设,17,房地产业,17.4000,0,0,24.6032,0,0,0,0,0,0,0,11.0131
600545.SH,卓郎智能,17,制造业,49.6526,0,0,10.3840,0,0,0,0,0,0,0,129.2947
600552.SH,凯盛科技,17,制造业,74.0282,0.1801,4.1597,17.7222,53.5936,2.1549,76.5344,1.3455,0.3864,0.8596,-27.1265,45.2830
600557.SH,康缘药业,17,制造业,27.7671,0.7500,9.5924,71.7646,27.3965,1.3773,95.6652,2.0941,0.9945,1.9016,36.2471,56.3249
600561.SH,江西长运,17,交通运输、仓储和邮政业,-10.5577,-0.5200,-14.3401,-13.9084,74.5154,3.9239,93.9707,0.2906,0.1289,0.2721,"-1,538.3695",46.2067
600566.SH,济川药业,17,制造业,12.3041,2.4400,21.2254,83.0592,24.2215,1.3196,94.4499,3.2611,2.2944,3.1469,26.4677,-88.7725
600569.SH,安阳钢铁,17,制造业,-3.1957,0,0,1.2431,0,0,0,0,0,0,0,59.9227
600577.SH,精达股份,17,制造业,22.2777,0.1900,8.0020,6.0102,50.5440,2.0220,85.3992,1.7619,0.4181,1.4461,-35.8167,49.9472
600581.SH,八一钢铁,17,制造业,-3.5080,-0.8850,-38.0328,-1.3638,89.9403,9.9406,83.0828,0.3356,0.0823,0.1828,-215.1296,52.9665
600587.SH,新华医疗,17,制造业,16.3868,1.2300,9.7519,26.0940,55.3018,2.2372,96.4205,1.0693,0.2591,0.6308,-4.8229,52.6095
600588.SH,用友网络,17,信息传输、软件和信息技术服务业,"2,008.6767",0.0600,2.3760,59.1275,46.8564,1.8817,86.7433,1.2938,0.8713,1.2383,-67.0565,53.9137
600589.SH,ST榕泰,17,制造业,-1.7507,0,0,-35.5812,0,0,0,0,0,0,0,47.7236
600590.SH,泰豪科技,17,制造业,-53.5882,0,0,16.7600,0,0,0,0,0,0,0,46.9895
600594.SH,益佰制药,17,制造业,30.6999,0,0,74.4678,0,0,0,0,0,0,0,69.8473
600598.SH,北大荒,17,农、林、牧、渔业,18.8937,0.5490,13.6466,42.4628,15.5219,1.1837,87.4893,3.1074,2.8679,2.9420,35.3613,37.5474
600641.SH,万业企业,17,房地产业,137.8485,0,0,54.8879,0,0,0,0,0,0,0,130.0595
600658.SH,电子城,17,房地产业,13.4003,0.5300,8.2090,42.3952,62.6746,2.6791,79.4473,1.3074,0.2741,0.4688,674.2492,30.9821
600665.SH,天地源,17,房地产业,20.0980,0.3965,8.0189,23.2339,87.2778,7.8603,75.7523,1.4456,0.2092,0.3615,67.3702,30.0904
600667.SH,太极实业,17,建筑业,-79.6534,0,0,8.2464,0,0,0,0,0,0,0,47.5090
600668.SH,尖峰集团,17,制造业,6.4005,0.8400,5.5370,30.6549,23.7047,1.3107,90.3420,0.8881,0.2380,0.6142,-67.0336,54.6657
600683.SH,京投发展,17,房地产业,6.9773,-0.1700,2.2442,25.8166,80.1596,5.0402,44.0035,2.2590,0.2073,0.3215,-46.7274,24.6681
600684.SH,珠江股份,17,房地产业,-1.9383,-2.1800,-148.7079,19.2217,94.2491,17.3885,71.4344,1.3834,0.1302,0.2880,"-8,590.1691",41.6127
600693.SH,东百集团,17,批发和零售业,27.8683,0.0250,0.6283,50.9331,71.5320,3.5127,53.7765,0.5753,0.0349,0.1084,-62.2322,35.7900
600711.SH,盛屯矿业,17,采矿业,59.0401,-0.0328,-0.7366,13.4888,47.4893,1.9044,89.2080,1.1996,0.3567,0.7229,-72.2989,128.2946
600716.SH,凤凰股份,17,房地产业,-271.1981,-0.4181,-7.1887,27.6091,37.1044,1.5899,70.6002,2.8176,0.5405,0.6243,"-1,219.0570",19.4998
600718.SH,东软集团,17,信息传输、软件和信息技术服务业,10.0632,-0.2900,-3.6444,26.5128,50.6572,2.0266,80.3403,1.4263,0.4085,0.7164,-133.6163,53.5781
600720.SH,祁连山,17,制造业,9.2195,0.9770,8.9732,26.1068,19.2448,1.2383,79.9902,1.4174,0.5951,0.9930,-20.4310,85.7258
600724.SH,宁波富达,17,制造业,17.2244,0.1690,8.3154,18.5816,20.6980,1.2610,85.5174,2.7596,1.6587,2.4775,-39.1501,39.8762
600728.SH,佳都科技,17,信息传输、软件和信息技术服务业,-108.6213,-0.1513,-4.7282,14.5283,0,0,0,0,0,0,0,-59.0611
600734.SH,ST实达,17,制造业,9.5643,0,0,15.3585,0,0,0,0,0,0,0,27.0633
600743.SH,华远地产,17,房地产业,-4.0029,0,0,15.0564,0,0,0,0,0,0,0,33.2689
600750.SH,江中药业,17,制造业,16.2806,0.9400,15.1016,65.0413,28.0009,1.3889,94.8171,2.4263,1.6554,2.1958,21.3320,45.1294
600765.SH,中航重机,17,制造业,38.2182,0.8200,12.1683,28.5206,48.8030,1.9532,92.6163,1.6849,0.6018,1.3370,37.6311,52.8944
600773.SH,西藏城投,17,房地产业,125.3230,0,0,28.8971,0,0,0,0,0,0,0,43.0044
600778.SH,友好集团,17,批发和零售业,-17.2035,0,0,26.6772,0,0,0,0,0,0,0,37.7727
600782.SH,新钢股份,17,制造业,5.2790,0.3300,3.9340,5.8909,49.2565,1.9707,97.0764,1.1083,0.1842,0.8724,-76.5695,48.7945
600783.SH,鲁信创投,17,金融业,26.8181,0,0,28.4685,0,0,0,0,0,0,0,51.2728
600784.SH,鲁银投资,17,制造业,13.5129,0.4900,14.3944,19.8878,45.4675,1.8338,64.1009,1.0949,0.1621,0.8796,43.0672,53.5613
600791.SH,京能置业,17,房地产业,-70.0460,0,0,18.6686,0,0,0,0,0,0,0,65.2781
600794.SH,保税科技,17,交通运输、仓储和邮政业,34.5228,0.1400,7.1314,19.2490,30.8228,1.4456,93.7365,1.9128,1.1737,1.8229,41.8319,62.9670
600798.SH,宁波海运,17,交通运输、仓储和邮政业,18.6363,0,0,21.7615,0,0,0,0,0,0,0,54.2017
600812.SH,华北制药,17,制造业,282.3866,-0.4020,-12.1071,35.7278,70.6500,3.4072,82.7687,0.7239,0.1356,0.5205,"-2,018.4340",44.7808
600825.SH,新华传媒,17,文化、体育和娱乐业,660.5782,0.0100,0.3437,30.6884,36.9885,1.5870,86.6497,1.7764,1.2804,1.5262,-73.1995,54.3113
600831.SH,广电网络,17,信息传输、软件和信息技术服务业,79.6568,0.0474,0.8887,29.3225,67.2312,3.0517,62.0432,0.8698,0.1074,0.8401,-60.2377,48.9135
600861.SH,北京城乡,17,批发和零售业,-41.2374,-0.6792,-10.2924,52.7072,25.1421,1.3359,92.2268,0.5032,0.3684,0.4437,-260.5478,37.8374
600869.SH,远东股份,17,制造业,18.7641,0.2487,13.7254,12.7204,76.7410,4.2994,87.1652,1.0917,0.3386,0.8899,3.3766,59.6316
600872.SH,中炬高新,17,制造业,36.4708,-0.7682,-17.3135,33.7480,44.3255,1.7962,51.7396,2.2682,0.4404,1.0983,-170.7151,49.5196
600881.SH,亚泰集团,17,制造业,-3.4347,0,0,14.4113,0,0,0,0,0,0,0,65.4666
600884.SH,杉杉股份,17,制造业,14.8508,1.2300,12.8211,25.8433,46.2886,1.8618,62.0303,1.4685,0.3676,1.0786,-20.8644,60.7786
600885.SH,宏发股份,17,制造业,28.7887,1.2000,17.7641,34.0151,37.7596,1.6067,49.8447,3.1053,0.6207,2.1642,16.3163,50.6084
600888.SH,新疆众和,17,制造业,7.2800,1.1617,20.3548,18.3108,40.9393,1.6932,55.6771,1.6393,0.5826,1.1125,81.9793,58.1681
600894.SH,广日股份,17,制造业,10.3068,0.5959,5.9752,11.4811,30.6207,1.4414,97.9239,1.8708,1.0336,1.5784,-21.6895,58.6838
600903.SH,贵州燃气,17,电力、热力、燃气及水生产和供应业,-100.0426,0.0200,0.8541,10.7246,64.1594,2.7901,72.4200,0.5811,0.2106,0.5024,-88.7622,47.9279
600929.SH,雪天盐业,17,制造业,15.3146,0,0,35.1692,0,0,0,0,0,0,0,0
600933.SH,爱柯迪,17,制造业,36.6920,0.7400,13.0023,26.2141,43.4258,1.7676,48.7267,2.4796,1.1971,2.0692,108.7926,0
600960.SH,渤海汽车,17,制造业,-28.3655,0,0,9.8137,0,0,0,0,0,0,0,43.3635
600963.SH,岳阳林纸,17,制造业,23.7117,0.3500,6.8587,14.5406,44.4010,1.7986,70.1643,2.0196,0.1773,1.0103,105.5964,50.9021
600973.SH,宝胜股份,17,制造业,-6.3082,0.0500,1.7600,5.3716,77.1031,4.3674,88.0204,0.9703,0.2700,0.7887,109.9757,58.6839
600977.SH,中国电影,17,文化、体育和娱乐业,"-1,030.9459",0,0,16.3850,0,0,0,0,0,0,0,0
600979.SH,广安爱众,17,电力、热力、燃气及水生产和供应业,24.1621,0,0,28.3208,0,0,0,0,0,0,0,55.1496
600982.SH,宁波能源,17,电力、热力、燃气及水生产和供应业,9.6777,0.3294,9.2878,6.1376,59.8790,2.4925,66.3812,0.7420,0.3320,0.6848,-21.0931,46.6825
600987.SH,航民股份,17,制造业,11.0349,0.6300,11.6724,13.1306,20.9518,1.2651,92.2625,3.7461,2.1859,2.7701,-1.7366,52.2954
600988.SH,赤峰黄金,17,采矿业,70.2131,0.2700,9.1989,32.9772,57.7737,2.3682,32.3588,1.2529,0.4067,0.5930,-19.5460,91.9939
601008.SH,连云港,17,交通运输、仓储和邮政业,37.1072,0.1300,3.8559,24.6671,41.0100,1.6952,90.4179,0.9169,0.3905,0.9132,29.6334,45.7466
601058.SH,赛轮轮胎,17,制造业,22.3160,0,0,17.3474,0,0,0,0,0,0,0,54.2019
601068.SH,中铝国际,17,建筑业,-15.9900,-0.0036,1.4836,13.0080,77.9389,4.5329,83.8562,1.2327,0.2477,1.1406,119.6532,0
601106.SH,中国一重,17,制造业,117.5174,0,0,7.4316,0,0,0,0,0,0,0,64.4881
601118.SH,海南橡胶,17,农、林、牧、渔业,227.5315,0,0,2.8687,0,0,0,0,0,0,0,53.8541
601126.SH,四方股份,17,制造业,23.4693,0.6700,13.7238,33.8463,52.1050,2.0879,99.4251,1.7214,0.5305,1.2828,20.1740,50.5199
601137.SH,博威合金,17,制造业,24.9375,0,0,12.1381,0,0,0,0,0,0,0,53.5265
601163.SH,三角轮胎,17,制造业,16.6921,0,0,16.6895,0,0,0,0,0,0,0,51.6324
601177.SH,杭齿前进,17,制造业,20.9142,0.5234,10.2051,21.6959,50.0147,2.0006,68.5242,1.1616,0.3021,0.6568,12.0504,40.9751
